Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,ATG,Antigua and Barbuda,0.102354422,0.102269879,0.124568485,0.125665161,0.111942456,0.135544059,0.122868761,0.135673447,0.135702881,0.134210808,0.132678376,0.116280524,0.14760802,0.085335102,0.104298569,0.104658108,0.110669089,0.146240204,0.157872775,0.161824332,0.16366236,0.164374436,0.16552303,0.161339768,0.175735358,0.183885535,0.182419288,0.192982491,0.197585584,0.200179033,0.135385225,0.132343525,0.149714197,0.163282059,0.165911911,0.172036425,0.195833393,0.214320684,0.23072882,0.266240827,0.278491334,0.212179125,0.226077589,0.259329602,0.279538524,0.290809023,0.314718484,0.276980493,0.294943085,0.340322647,0.27590049,0.305208142,0.306454758,0.323105618
CO2,AUS,Australia,160.376939,162.1077229,167.9569496,177.3184756,186.8463146,193.5950414,196.3840386,209.6638004,205.9885888,211.8454117,222.0146875,222.9747375,229.262384,217.7333539,223.5190045,237.9354424,238.3952806,249.5845186,258.3833076,274.1612032,277.7122816,279.7336264,283.1129244,287.0239277,292.3755586,302.6922719,312.6712518,322.3709458,342.1087366,348.1126583,353.8696869,360.4081498,368.6209057,368.1149658,381.9420118,384.0856836,390.1512578,400.6652897,404.285121,410.2594192,415.2731165,412.8095962,413.319276,405.6523135,396.2575236,400.5424269,408.5060579,410.8370885,409.2066671,407.8603828,392.5190523,384.6772393,374.878511,373.6164239
CO2,AUT,Austria,52.96721273,55.63325031,57.8461379,61.15604838,58.66761229,56.34271259,61.67891549,58.96580494,60.86848509,63.30834978,61.45292233,57.99183826,55.83641732,55.85222396,57.65948979,59.13142615,57.92302836,58.50750055,57.11059076,57.11390049,61.55928585,65.50043105,60.50950778,60.56476185,61.09132285,64.05313932,67.97235869,67.53029229,68.0915461,66.22539263,66.690721,71.37599689,73.21597297,78.16556633,79.6051103,80.40999827,78.26796623,75.43818094,75.23685403,68.05632505,73.79578048,72.19468653,69.0271326,69.61267982,65.9290433,67.36913049,67.78251771,70.10633473,67.18684315,68.53324515,62.59975826,66.17532652,61.22371312,58.81513302
CO2,AZE,Azerbaijan,24.22665851,24.24945472,25.87103855,28.04671901,30.22881302,32.7150656,33.74142794,34.96790355,36.96608742,38.38408659,40.424169,41.63826962,42.41704705,43.27449046,44.05782832,44.78959255,45.66522099,46.63799986,46.5325237,46.66658582,56.12432141,54.8340585,44.90130282,39.38485712,34.51198093,33.87986315,28.40179858,27.42024981,27.37685505,27.39260375,28.79440117,27.71697659,27.48627547,29.7752966,29.50089779,31.21917083,31.93930546,28.92078521,32.23057404,27.9822228,26.63581579,29.46869723,32.28056373,33.21128433,34.72413545,34.52235066,34.41485295,34.22971861,34.7618745,36.98133803,35.40402622,37.43458962,39.42684169,42.76620028
CO2,BDI,Burundi,0.058273641,0.058372192,0.058181209,0.059984203,0.064162764,0.066429179,0.068691558,0.071001779,0.072206575,0.082182355,0.081096725,0.088297152,0.073652237,0.089723726,0.106332093,0.106299149,0.111537776,0.16207972,0.2295864,0.243756514,0.200389002,0.282881053,0.22278046,0.247937549,0.256780192,0.252761397,0.271650375,0.271663539,0.28678232,0.295331991,0.294737517,0.234362253,0.221430232,0.183441588,0.218476568,0.183907277,0.232330646,0.371879055,0.221407989,0.222782307,0.321186343,0.418894177,0.404086513,0.456940057,0.406456075,0.431797593,0.481969649,0.536176699,0.720891848,0.794169292,0.882129637,0.887362176,0.839609894,0.844333219
CO2,BEL,Belgium,139.2567317,129.1388995,140.7475856,146.1457639,144.9776825,127.6902673,137.3341983,134.7521565,139.1764848,148.4196727,137.7778999,125.869239,118.1268212,108.440302,111.2359283,108.8066043,109.3707814,109.4755481,111.7281145,112.8030134,115.8085778,119.731225,117.6272944,115.6966759,122.1111771,122.4165065,127.4090887,124.4184765,127.4042401,123.0366827,124.9696408,125.934014,118.493431,123.371641,121.9810692,119.144745,116.1912618,113.0234232,114.3816935,107.4038283,114.9770494,104.5725378,103.0863321,104.4224972,97.72446043,102.3790918,101.2609617,99.70038751,100.0981177,99.88248411,92.26702012,96.25100609,89.73926464,84.30606458
CO2,BEN,Benin,0.31137241,0.361677079,0.461602366,0.47646418,0.489011912,0.548634653,0.365944702,0.42714464,0.454084145,0.509510616,0.535370357,0.445037075,0.516595085,0.509696846,0.523574257,0.616659868,0.552811262,0.502119473,0.454550586,0.400772717,0.397057106,0.348945221,0.379293536,0.384113799,0.390338676,0.39667842,1.074254538,1.363804566,1.314386061,1.440316701,1.544937583,1.856447686,2.142009505,2.399165346,2.557705839,2.800856002,3.858108073,4.39684862,4.364069632,4.682008781,5.079215026,4.958798054,4.723056044,4.969130447,5.458215505,5.808702834,7.145520407,7.241508566,8.246232777,8.027902897,8.574731208,6.457829066,6.61897968,6.437895655
CO2,BFA,Burkina Faso,0.226299263,0.226555882,0.225684954,0.233188562,0.251027003,0.260668777,0.270064031,0.279336025,0.284029849,0.326225335,0.320643008,0.307758898,0.287074939,0.313427636,0.303502706,0.293602482,0.357451919,0.507537178,0.497980003,0.412566902,0.326279599,0.459179683,0.392956039,0.412189142,0.449111385,0.461298014,0.511276937,0.817083845,0.771160334,0.797473232,0.878763747,1.013591873,1.075993938,1.19557692,1.067157407,1.137876463,1.158722693,1.629360019,1.906404523,1.845366007,1.969453109,2.234415044,2.612927158,3.07622519,2.759309049,3.904619951,3.897365031,4.45857542,4.970310468,5.518253341,5.519527376,5.932194502,6.143882265,5.999250483
CO2,BGD,Bangladesh,3.338416468,3.345172628,3.469355288,4.098257342,4.315274817,5.172862256,5.550514988,5.776929758,6.196757496,6.908386318,7.717407066,7.796507064,8.424679884,9.061472527,8.771250847,9.795641329,10.78249674,11.88912285,12.74036279,14.07817174,14.76561225,14.06779422,15.73150982,16.95128229,17.99933331,21.77703304,22.08424067,23.95567911,24.47789473,26.12859553,26.97384453,32.62930639,34.34017038,35.98284809,37.90267336,40.37474356,43.48223433,46.20702286,51.31688579,55.11514849,60.75515834,65.29145409,69.85748817,72.06287344,76.63688403,85.43058211,93.97635849,101.0248537,105.484995,108.0750612,102.4574715,116.68125,124.0779079,124.7933633
CO2,BGR,Bulgaria,69.06294448,69.00051839,71.31225276,72.29266432,73.16042998,78.26697412,79.14234103,82.14885503,88.20779036,91.48491799,94.60597022,90.7195299,92.59199466,91.65135816,90.11226434,92.27851727,93.37615166,93.71496871,92.85761784,91.70152081,80.0521788,64.91880245,62.0219756,62.83431817,60.02249146,61.3665126,61.66027158,59.32844971,56.85478829,50.11857369,48.17475517,50.42220915,47.59452488,53.46018826,51.4608682,52.488064,54.03327436,57.636896,54.56077118,46.53424853,49.50765645,54.78256437,49.91505073,44.45094818,47.31484793,49.85420893,47.12241811,49.27952294,46.23311248,44.57308459,39.49088267,45.78548242,50.06813094,39.79256593
CO2,BHR,Bahrain,2.978116413,2.99684836,3.585204946,4.523427742,5.331117251,5.501074356,5.968610635,6.58937988,6.973984418,7.441169553,7.54299908,8.075793578,8.508182951,8.834742787,9.044755066,9.6478909,10.9691537,10.72129574,11.31499154,11.42045227,11.99693725,11.5692434,13.61528015,14.72774675,14.99959808,15.24318926,15.7942455,16.25963671,17.23447311,17.32587905,17.77145182,18.40253955,19.22692236,19.89605788,19.92063645,23.37016265,25.44895226,25.85191373,27.66894597,27.65557346,28.83526298,29.00352742,30.21634438,32.1308364,33.30217834,33.47552518,33.46178679,33.75592213,33.82400808,36.84731099,36.84452497,37.27558717,36.28908617,37.42557341
CO2,BHS,Bahamas,1.44114103,1.463679726,1.725470176,1.71793742,1.501457906,1.536842721,1.356527256,1.50625577,1.5274932,1.573762276,1.545943722,1.359683589,1.114940188,0.821374344,0.805825617,0.714068701,0.747732018,0.883366215,0.902462526,1.056958011,1.0861844,0.981404313,0.846392616,0.869967754,0.964373949,1.115223267,1.244716303,1.255149159,1.442072016,1.295937265,0.996783938,0.992030909,1.086278299,0.809083358,0.873565333,0.86012711,1.094971849,1.313326903,1.361287585,1.132328322,1.282929735,0.854058511,1.01691645,1.091001593,1.136191903,1.120223126,1.245349701,1.373617077,1.542561003,1.77189067,1.437416362,1.590065076,1.596758066,1.683711665
CO2,BIH,Bosnia and Herzegovina,11.53643815,11.57324964,11.36959372,12.38946492,13.41869376,13.6898475,13.54728333,14.27466335,14.95983238,15.45668096,14.89413193,16.49581242,17.08040949,18.08390222,18.84326492,19.84810747,20.78325501,19.20441688,19.54582909,19.88613387,24.5731294,21.99112136,16.22768405,13.61939878,3.299205965,3.513844666,4.398457569,8.722320626,11.04995303,10.89126082,14.28019955,14.09580789,14.82723354,15.18770104,16.03175851,16.84392488,18.68823587,19.72279985,21.64985118,21.65772,22.21522064,25.26556616,23.30838997,23.21075575,20.79196706,20.82520505,23.50166701,23.98712777,24.05963387,22.59348822,22.53087991,22.96484492,22.71267052,21.99674836
CO2,BLR,Belarus,60.08881766,60.18486215,64.29458139,70.26675364,76.06907592,81.71671738,85.27868764,88.19643746,91.82938652,95.03469242,98.56680178,100.4479017,101.3849126,101.9203764,101.4506088,101.4445542,101.8943975,102.4910464,100.9006519,97.42220102,105.5316019,101.6404636,91.83953913,79.29035366,67.59174959,60.4250407,61.35634674,61.8047496,60.30549914,58.15941189,56.25789614,54.98582722,55.18884032,55.82972161,59.18581298,60.01712663,62.46032903,61.05494049,64.76121996,61.62329748,66.11770251,62.96361902,64.26630854,64.42735171,63.96878584,59.16676946,59.06175316,60.22098613,63.5591287,61.37453037,58.16559914,58.63774658,56.8265934,54.17566063
CO2,BLZ,Belize,0.059320262,0.059281919,0.072035421,0.072675176,0.064844023,0.078339545,0.071104108,0.078427058,0.078448065,0.07760101,0.076732883,0.070678351,0.061817084,0.060611596,0.072017376,0.072279434,0.093466161,0.081367632,0.063916925,0.096054909,0.125602344,0.144037816,0.120124433,0.117138429,0.113659401,0.128479752,0.106653934,0.184416112,0.187436567,0.195791526,0.138310138,0.14063465,0.1404916,0.148204879,0.135981327,0.149809259,0.173618219,0.167620503,0.161764973,0.19586879,0.232514913,0.149088581,0.162203666,0.20451603,0.203522779,0.246021524,0.259395798,0.283350416,0.246588389,0.268515592,0.219042832,0.245628279,0.261724986,0.278450504
CO2,BMU,Bermuda,0.138787477,0.138678824,0.168954593,0.170459155,0.151852591,0.183895201,0.166699388,0.184079002,0.184117193,0.182092119,0.180013591,0.153466741,0.152107816,0.157533469,0.170471356,0.16633531,0.162964014,0.248245653,0.291549588,0.362548411,0.252504193,0.227915538,0.180103787,0.201027267,0.199128657,0.200220526,0.204149727,0.209594972,0.214580128,0.217384199,0.150345407,0.148592466,0.165479909,0.170951109,0.172902619,0.185938022,0.231581221,0.277065842,0.278783055,0.244644981,0.30893786,0.153294471,0.177620491,0.197797718,0.27182981,0.230500955,0.311482029,0.285179479,0.311987029,0.358360982,0.315470276,0.331073017,0.332438659,0.35051886
CO2,BOL,Bolivia,3.022540056,3.770221192,4.495357744,4.18544747,3.984960644,4.532868918,5.12206957,4.920447281,5.607441181,4.989459726,4.976776639,5.296440535,5.519088454,5.683435297,5.193198891,5.114660901,4.765207196,4.948658973,5.35895269,6.170289287,6.581624573,6.897527838,7.429502534,8.88748846,9.592249195,8.671848821,8.383008549,10.16466373,10.17150247,8.87348778,8.20068946,7.931747431,8.462967105,9.013757956,9.445125232,9.929322421,10.77301137,11.98674616,12.83369133,13.64812187,14.77846035,16.07959547,17.02553673,18.08294411,19.44490504,19.93475553,21.34263708,21.75947793,21.93956769,21.97847183,18.54453965,21.81074716,22.73736949,23.80693239
CO2,BRA,Brazil,106.9321509,106.5753433,116.2030715,135.1540973,145.9413933,156.425227,171.8647437,179.5367706,194.2063425,207.3871166,207.1238262,191.2792755,189.3223967,181.6293215,184.7580546,198.0524944,216.9333853,222.9326581,227.7709716,230.9711848,226.8945082,235.2697389,238.7014786,249.3408405,258.7584419,279.9611129,300.6037438,319.2460821,328.5460569,335.8970319,349.3971524,351.3127846,351.4099679,346.4594829,365.2382288,369.1830302,373.6392134,393.0475733,412.7002787,385.4612758,439.7693984,463.5013026,497.7230581,523.2080062,546.1497539,517.5896408,482.4292999,494.498593,470.7685944,468.1261649,447.4235472,505.9914872,478.9142661,479.5042293
CO2,BRB,Barbados,0.254939413,0.254748076,0.308361354,0.304910171,0.272114062,0.327942619,0.306537537,0.335240257,0.344961512,0.345543421,0.345001521,0.342574056,0.327034697,0.342240068,0.410088827,0.499014299,0.539369324,0.510113194,0.523107189,0.595904265,0.615617171,0.587144163,0.570610358,0.543029251,0.528703113,0.54126601,0.52927267,0.628665996,0.69165754,0.724307193,0.588547062,0.565593882,0.606716984,0.638210406,0.631843548,0.646533734,0.698862329,0.671681103,0.791970635,0.798587401,0.820344897,0.679257049,0.643464294,0.730829501,0.667858006,0.720283039,0.773601899,0.682414377,0.739122236,0.834198986,0.671560048,0.757204351,0.759841965,0.796212945
CO2,BRN,Brunei,2.02434964,1.871014292,2.202737202,2.674687608,2.775873064,2.861245296,3.307069328,3.385361658,3.490047137,3.163565342,3.95409486,3.321701399,3.699119069,4.030908666,3.90388299,3.848688903,3.623641882,3.72725954,4.058094284,3.994619392,4.299984904,4.909512669,5.36132421,5.410811509,5.493793835,5.813618542,6.107377706,6.501023937,5.742975416,6.008185089,6.074632104,5.861557267,5.557861264,6.452635964,6.268808657,6.008864356,8.615294084,8.184232969,8.907643184,8.020787664,7.379347222,7.861050462,7.62225783,7.788961453,8.106560706,7.365137568,7.899241425,7.871414091,8.030139323,7.603310421,9.903697728,9.746240966,9.448486365,9.716060497
CO2,BTN,Bhutan,0.035129656,0.037135271,0.04032584,0.042364158,0.043181521,0.042768471,0.044625774,0.047089768,0.049705602,0.051317686,0.051814177,0.078174657,0.077776346,0.078951345,0.077522106,0.082500133,0.083113848,0.128810959,0.133742343,0.135518489,0.181230401,0.188443847,0.186628798,0.199730018,0.258719004,0.322115373,0.359477567,0.379973373,0.397846875,0.402667338,0.407241806,0.434716328,0.471033742,0.480051701,0.481021328,0.518475406,0.544500039,0.558724363,0.563135775,0.788054638,0.895837584,1.100071839,1.048179469,1.099608278,1.122333419,1.304683999,1.419258611,1.544410091,1.794914878,1.964060792,1.736926887,1.870268974,1.926685585,1.986674423
CO2,BWA,Botswana,0.153420875,0.153524016,0.197011435,0.262304456,0.453178721,0.560606119,0.817853637,0.933480576,1.054547504,1.200620195,1.267809597,1.38570878,1.445896366,1.416804388,1.411810084,1.511185166,1.73805997,1.803614097,2.164139636,2.385213351,2.822639742,2.791845368,3.397227004,3.350617235,3.212448691,3.341548073,3.012004249,3.215562074,3.827165786,4.032873519,4.099235911,3.955339186,4.174873386,4.134958619,4.053016723,4.390298381,4.148144042,4.422408631,4.508886906,4.122657108,3.373978701,4.004514532,3.512341545,5.512198222,7.136718803,7.087680176,6.750652976,7.443115061,8.205733731,7.337079404,6.088470578,6.596403565,7.282656751,7.424698218
CO2,CAF,Central African Republic,0.075609304,0.075638492,0.075384969,0.077902677,0.083863953,0.086958608,0.090143993,0.093187316,0.094721055,0.108773157,0.106960605,0.131858314,0.131928203,0.154058507,0.139540073,0.139245622,0.174053156,0.22335071,0.205545836,0.189994076,0.1589327,0.209349687,0.169123544,0.184050684,0.193023472,0.198298438,0.215811417,0.2159436,0.220038376,0.226466902,0.258467822,0.27153955,0.277630453,0.262241975,0.25616173,0.252870844,0.270351339,0.267680853,0.201353608,0.196055456,0.200807888,0.219386536,0.224010775,0.150650344,0.162078467,0.231469531,0.249161221,0.259332272,0.269238486,0.291488205,0.303146905,0.308422038,0.352813096,0.368377593
CO2,CAN,Canada,358.1271957,365.7851068,383.0355329,401.9820757,410.0578601,400.2143053,413.3629276,427.8717711,431.0299006,445.1962168,450.4306697,431.7735242,413.7740146,407.4238776,426.7783738,426.6500088,416.5803928,429.3181558,460.3398032,475.4706603,440.4752774,434.5215948,447.2819847,446.6273023,463.853073,475.914706,489.835045,505.607146,513.8018522,523.3952523,543.0447775,534.3097077,554.0309324,573.6839082,559.7292585,581.0957415,573.5410635,594.0202191,574.5625101,541.8041778,561.6032639,575.8914619,567.2704546,575.2453083,580.4827607,577.1295818,575.8710664,593.0442431,613.6582244,607.2495706,546.6751259,561.6258633,575.3213118,575.0119627
CO2,CHE,Switzerland and Liechtenstein,41.45334559,43.40927778,44.10760632,47.73558737,43.04450493,40.6341587,42.31996995,42.74288655,43.94899502,42.62978414,43.3936268,41.01521925,38.79752362,42.89262094,42.38055511,45.57699049,45.4827325,43.89117809,43.84619295,43.65665917,44.80945309,47.12462133,47.0831204,44.76963101,43.83666501,44.62279645,45.17255328,43.88494329,45.34298644,45.60713499,44.79988612,46.22350542,44.59791707,45.88770634,46.42937262,47.06177232,46.62883215,44.64755968,46.01787691,44.65392347,46.335021,42.29862422,43.6090197,44.61683572,40.90973844,40.23298194,40.78967569,39.80687649,38.50131963,38.37915589,35.88678208,37.57924275,34.41331482,34.22171286
CO2,CHL,Chile,28.38975374,30.83587269,32.17749664,32.09389214,30.2626874,27.46678478,28.09816975,26.19425305,26.89772739,28.52842797,28.38212891,25.89530027,21.89265429,22.39587866,23.62901255,22.83297858,23.10583336,23.34115158,28.27957506,33.97253161,33.21753456,31.78893141,32.87133239,34.90292725,38.1352489,41.78529114,47.88793473,54.35256168,54.85651327,57.39024107,53.85164556,51.65730307,52.19220378,54.11940857,58.4937585,59.13612103,60.35312429,67.74488485,71.31687428,68.21809335,72.315426,79.06761,81.34037753,85.40203038,78.69543172,84.34874752,88.83189985,89.71719737,89.78479142,95.21515586,87.47819544,89.07429145,88.84503381,83.99923167
CO2,CHN,China,909.9762417,913.4193571,973.9098745,1013.66137,1031.209355,1182.598584,1230.625731,1383.52221,1559.421164,1597.352797,1563.21618,1549.103375,1619.324515,1704.076593,1858.547907,1878.475241,1994.733636,2133.278226,2293.58259,2372.094593,2414.279799,2550.199291,2669.780936,2890.20114,3046.951727,3365.81469,3340.302239,3437.362419,3522.102922,3447.880086,3666.951049,3844.835669,4150.577954,4790.864418,5520.736893,6264.745297,6951.946758,7555.487992,7783.426401,8349.805116,9134.072391,9984.472456,10297.90498,10792.13842,10916.92276,10776.91273,10805.05146,11037.12707,11572.41638,11850.59288,12022.43296,12621.61475,12526.82628,13259.63895
CO2,CIV,Côte d’Ivoire,2.615793703,2.667636658,2.964846584,3.049881625,3.133220276,3.402904548,3.888649668,3.857025725,4.463101377,4.162925484,3.960129063,3.624639041,3.445519974,4.055516664,3.614571503,3.312410029,3.459081629,3.375541446,3.413225349,3.279138315,2.972071594,3.064801621,3.052035907,3.238264203,3.384454446,3.702821958,4.631987821,5.638920646,5.464605766,7.297056772,6.967123587,6.986894012,7.387323319,5.814333508,5.995655884,6.395466607,6.278608751,6.234845824,6.918449728,6.411240082,7.314830306,7.078360135,9.020131273,9.80098661,10.45907361,11.26501373,11.40345411,12.32980333,12.34289052,13.19028696,13.08058152,14.51340757,14.76333479,14.41245478
CO2,CMR,Cameroon,0.871089927,0.927354873,0.9673096,1.010031703,0.984697874,1.248318661,1.162083095,1.623642354,1.758800777,1.910417635,2.036287715,2.174595657,2.305491004,4.656101445,4.866637743,4.777318422,5.785057433,5.259666487,3.313794162,4.7609207,4.754072869,4.530615193,4.354506193,4.758437325,5.146629456,5.155624552,5.285854905,5.321094911,5.539051802,5.333593658,5.725732306,5.699573831,5.617109047,5.733514004,5.634367424,5.468851224,5.573680936,6.733767167,7.066087878,7.711269321,7.824167449,7.425121983,7.506666458,8.174130079,8.864486224,9.1789532,9.696096565,9.847932274,10.51302664,10.23742842,10.38048217,10.23128009,10.82649102,10.75563149
CO2,COD,Democratic Republic of the Congo,2.926446569,2.956675308,3.041257198,3.059926556,3.214599309,3.159559223,3.100470136,3.209751926,3.232395363,3.575856282,3.539178201,3.784636321,3.043814252,3.979307848,3.887112285,3.631596483,3.399950892,3.734632293,3.876854503,3.68496246,3.369236496,1.894451588,1.628104595,1.569838322,2.482802051,2.315091841,2.559536783,2.566622085,2.55537004,2.361253415,1.876321383,1.823951397,1.913611641,2.318177031,2.214124976,2.482129279,2.550922165,2.817973123,2.891445501,2.809267292,2.944381348,3.36780367,3.015202385,4.193613904,5.385998957,3.490859279,2.689883706,3.129221135,3.102673032,3.354527156,3.458225604,3.510292037,3.891988706,3.799541205
